Id,Accession,title,summary,taxon
200112969,GSE112969,Binding of the pioneer factor FOXA1 is independent of hormonal signalling,"We hormone deprived MCF-7 and ZR75-1 breast cancer cells for three days and treated them with vehicle (ethanol) or estrogen for 45 minutes. We then performed FOXA1 ChIP-seq and showed that the vast majority (>99%) of FOXA1 binding events are not affected by steroid conditions. A small number (<1%) of FOXA1 binding sites appear to be induced by estrogen, but these are not genuine de novo binding sites and represent ‘shadow’ binding sites that result from chromatin interactions at super-enhancer containing estrogen-regulated genomic regions. FOXA1 is therefore not regulated by estrogen and remains a bone fide therapeutic target that is entirely upstream of the ER complex.",Homo sapiens
200126419,GSE126419,"Small RNA sequencing of extracellular vesicles from MDA-MB-231 cells treated with PBS, docetaxel (DTX), or doxorubicin (DOXO)","To identify the extracellular-vesicle-encapsulated miRNAs that are differentially secreted by the MDA-MB-231 metastatic breast cancer cells following treatment with chemotherapy drugs, we profiled the small RNAs (between 17 and 52 nt) isolated from extracellular vesicles by Illumina sequencing. miRNAs that are significantly induced by chemotherapy drugs are identified.",Homo sapiens
200127905,GSE127905,Oncogenic Antisense LncRNA P14AS Regulates Expression of ANRIL through AUF1 Binding,"The CDKN2A/B locus at 9p21.3 contains crucial tumor suppressor (P16, P14, and P15) and oncogenic lncRNA ANRIL genes. This locus is most frequently inactivated in cancer genomes by deletion and DNA methylation. However, the mechanisms coordinately regulating their expression level are far from clear. In the present study, a novel lncRNA, P14AS, was characterized in the antisense strand of the fragment near CDKN2A exon1 in human cell lines using CDKN2A-specific probe captured RNA-sequencing (RNACap-Seq).",Homo sapiens
200127967,GSE127967,Modeling PD in midbrain-like organoids,"We have developed a method for derivation of mfNPCs from human induced pluripotent stem cells (hIPSC), that are only dependent on small molecules stimulating WNT and SHH signalling for their propagation.",Homo sapiens
200127962,GSE127962,Expression data from BEAS-2B cells II,"BEAS-2B cells are human bronchial epithelial cells, and often used as a in vitro model for the detection of potential pulmonary toxicity of chemicals. We used microarrays to detail the global programme of gene expression underlying cellularisation and identified distinct classes of up-regulated genes after treated with chemical substance",Homo sapiens
200127952,GSE127952,Gene expression in minor salivary gland of female patients with primary Sjögren’s syndrome (pSS) and healthy volunteers,To study the difference of gene expression profile in minor salivary glands of female patients with primary Sjögren’s syndrome (pSS) and healthy volunteers,Homo sapiens
200123055,GSE123055,Formative transition of human naïve pluripotent stem cells,"Human naïve pluripotent stem cells (PSC) share features with pre-implantation epiblast. They thus provide an unmatched opportunity for characterising the developmental programme of pluripotency in Homo sapiens. Here we confirm that naïve PSC do not respond directly to germ layer induction, but must first acquire competence. Capacitation for multi-lineage differentiation occurs without exogenous growth factor stimulation and is facilitated by inhibition of Wnt signalling. Whole transcriptome profiling during this formative transition highlights dynamic changes in gene expression, affecting many cellular properties, including metabolism and epithelialisation. Notably, naïve pluripotency factors are exchanged for post-implantation factors, but competent cells remain devoid of lineage primed transcription. The gradual pace of transition for human naïve PSC is consistent with the timespan of primate development from blastocyst to gastrulation. Transcriptome trajectory during in vitro capacitation of human naïve cells tracks the progression of epiblast during embryogenesis in Macaca fascicularis, but shows greater divergence from mouse development. Thus the formative transition of naïve PSC in a simple culture system may recapitulate essential and specific features of pluripotency dynamics during an inaccessible period of human embryogenesis.",Homo sapiens
200120663,GSE120663,Transcriptome Analysis of PBMCs in peripheral blood of patients with hepatocellular carcinoma,"The aim of this study was to analyze the expression profile of circRNAs in PBMCs in peripheral blood of patients with hepatocellular carcinoma (HCC) by next-generation sequencing, and to identify potential markers for early diagnosis and prognosis of HCC, and to lay a foundation for further study on the mechanism of this molecule in PBMCs.",Homo sapiens
200114974,GSE114974,"Small RNA-sequencing of primary fibrolamellar carcinoma (FLC), FLC patient-derived xenograft, and maturational liver lineage stages","Fibrolamellar carcinoma (FLC) is a rare liver cancer. Here we characterized the small RNA expression landscape of primary FLC, a FLC patient-derived xenograft model, and normal maturational liver lineage stages",Homo sapiens
200125370,GSE125370,Nucleotide excision repair capacity increases during differentiation of human embryonic carcinoma cells into neurons and muscle cells,"Embryonic stem cells can self-renew and differentiate, holding great promise for regenerative medicine. They also employ multiple mechanisms to preserve the integrity of their genomes. Nucleotide excision repair, a versatile repair mechanism, removes bulky DNA adducts from the genome. However, the dynamics of the capacity of nucleotide excision repair during stem cell differentiation remain unclear. Here, using immunoslot blot assay, we measured repair rates of UV-induced DNA damage during differentiation of human embryonic carcinoma (NTERA-2) cells into neurons and muscle cells. Our results revealed that the capacity of nucleotide excision repair increases as cell differentiation progresses. We also found that inhibition of the apoptotic signaling pathway has no effect on nucleotide excision repair capacity. Furthermore, RNA-seq-based transcriptomic analysis indicated that expression levels of four core repair factors, xeroderma pigmentosum (XP) complementation group A (XPA), XPC, XPG, and XPF-ERCC1, are progressively up-regulated during differentiation, but not those of replication protein A (RPA) and transcription factor IIH (TFIIH). Together, our findings reveal that increase of nucleotide excision repair capacity accompanies cell differentiation, supported by the up-regulated transcription of genes encoding DNA repair enzymes during differentiation of two distinct cell lineages.",Homo sapiens
200125602,GSE125602,RNA-sequencing of fibrolamellar carcinoma (FLC) cell line treated with miR-375 mimic,"Fibrolamellar carcinoma (FLC) is a rare liver cancer. Expression of miR-375 is significantly lost in primary FLC tumors compared to non-malignant liver. Here, we treated a FLC cell line with miR-375 mimic or scramble control to determine the function of miR-375 in FLC.",Homo sapiens
200126882,GSE126882,The genetic legacy of continental scale admixture in Indian Austroasiatic speakers,We combined new data with previously published data to characterize admixture patterns of Austroasiatic speaking populations of India in the context of their geographic neighbours across Eurasia,Homo sapiens
200122672,GSE122672,Next Generation Sequencing of Wild Type IFNG versus partial agonists in A549 cell line human transcriptomes,"Purpose: Next-generation sequencing (NGS) of human transcriptome of over 20,000 genes to compare gene expression of wild-type versus designed IFNG partial agonsits Methods: A549 cells were treated with either wild-type IFNG or partial agonists for 48 hours. RNA was extracted and prepared for NGS on using Thermo Ampliseq human transriptome kit on an Ion S5 XL system (Thermo). Relative expression was determined from the data. Results: Over 20,000 transcripts were matched to the human transcriptome to compare expression between protein treatments. We find genes that are stably expressed regardless of protein agonist treatment and other genes that have altered expression levels compared to wild-type. Conclusions: Our study represents a comprehensive list of genes along with their sensitivity to IFNG induced signaling.",Homo sapiens
200112145,GSE112145,FMR1 reactivating treatments in Fragile X iPSC-derived neural progenitors in-vitro and in-vivo,"Fragile X syndrome (FXS) is caused primarily by a CGG repeat expansion mutation in the FMR1 gene that triggers its epigenetic silencing. In order to investigate the role of different epigenetic regulatory layers in the silencing of FMR1 expression, we tested a collection of epigenetic modulators for the ability to reactivate the FMR1 locus. While inhibitors of DNA methylatransferase induced the highest levels of FMR1 mRNA expression, a combination of a DNMT inhibitor and a novel epigenetic agent was able to potentiate the effect of reactivating treatment. To better assess the rescue effect observed following direct demethylation, we characterized the long-term and genome-wide effects of FMR1 reactivation, and established an in vivo system for FMR1 reactivating therapy analysis. Systemic treatment with a DNMT inhibitor in mice carrying transplants of differentiated FXS-iPSCs was able to robustly induce FMR1 expression in the affected tissue, which was maintained for a prolonged period of time. Finally, we show a proof-of-principle for FMR1 reactivating therapy in the context of the central nervous system.",Homo sapiens
200111484,GSE111484,Mllt3 Governs Self-Renewal And Engraftment Of Human Hematopoietic Stem Cells,This SuperSeries is composed of the SubSeries listed below.,Homo sapiens
200111483,GSE111483,"RNA-seq of MLLT3-overexpressing cultued HSPC, compared to non-overexpressing and uncutured FL-HSPC [RNAseq_MLLT3_OE]",MLLT3 preserves the FL-HSPC gene expression signature in culture,Homo sapiens
200111482,GSE111482,Analysis of MLLT3 genomic distribution and related chromatin features in uncultured fetal liver hematopoietic stem-progenitor cells [ChIPseq_MLLT3_OE],MLLT3 binds to TSS of genes active in FL-HSPC,Homo sapiens
200111481,GSE111481,Analysis of MLLT3 genomic distribution and related chromatin features in uncultured fetal liver hematopoietic stem-progenitor cells [ChIPseq_FL_HSPC],MLLT3 binds to TSS of genes active in FL-HSPC,Homo sapiens
200111480,GSE111480,Analysis of chromatin accessibility in uncultured fetal liver hematopoietic stem-progenitor cells and upon MLLT3 overexpression [ATACseq],MLLT3 binds to open gene TSS,Homo sapiens
200113629,GSE113629,microRNA expression profiling of papillary thyroid carcinoma (PTC) and matched adjacent normal thyroid tissues,We profiled the microRNA expression of 5 pairs of PTC and normal thyroid tissues. All the tissues were immediately snap-frozen in liquid nitrogen and confirmed as papillary thyroid carcinoma by expert pathologists. Numerous deregulated mature microRNAs were identified comparing PTC tissues versus normal thyroid tissues. Details about the clinical-pathological characteristics of the samples are also provided.,Homo sapiens
200122056,GSE122056,Genome-wide maps of ISL1-binding site,"We report the high-throughput profiling of ISL1-binding sites in mammalian cells. By obtaining over four billion bases of sequence from chromatin immunoprecipitated DNA, we generated genome-wide ISL1-binding maps of SGC7901 cells. This study provides a prediction of regulated genes by the ISL1.",Homo sapiens
200121981,GSE121981,Cellular response to small molecules that selectively stall protein synthesis by the ribosome,"We use ribosome profiling to compare the selectivity of two small molecules, PF-06446846 and PF-06378503 that inhibits translation of their target by selectively inducing ribosome-stalling in a nascent chain sequence dependent manner.",Homo sapiens
200124075,GSE124075,"Histone modifications underlie monocyte dysregulation in Systemic Sclerosis patients, underlining the treatment potential of epigenetic targeting",This SuperSeries is composed of the SubSeries listed below.,Homo sapiens
200124073,GSE124073,"Histone modifications underlie monocyte dysregulation in Systemic Sclerosis patients, underlining the treatment potential of epigenetic targeting [RNA-seq]","Systemic sclerosis (SSc) is a chronic autoimmune disease that mainly affects the connective tissue. Monocytes have been shown to be an important cell type involved in the pathogenesis of SSc. By performing RNA-sequencing analysis on whole RNA isolated from peripheral blood CD14+ monocytes obtained from SSc patients, together with healthy controls matched for sex and age, obtained from the University Medical Center Utrecht (definite SSc cohort), and the University of Milan (non-fibrotic SSc cohort), we aimed to characterize the transcriptomic landscape of monocytes of patients with (pre-clinical) systemic sclerosis. Moreover, ChIPseq data was available for a part of the subjects included in the RNA-seq analysis and the correlation between the histone marks and gene expression was studied. The samples used in this study are part of the SYSCLASS cohort.",Homo sapiens
200124070,GSE124070,"Histone modifications underlie monocyte dysregulation in Systemic Sclerosis patients, underlining the treatment potential of epigenetic targeting [ChIP-seq]",With H3K27ac and H3K4me3 chromatin immunoprecipitation we identified alterations in the chromatin landscape of patients with systemic sclerosis. RNAsequencing data was available for the majority of the subjects included for the ChIPseq analysis and the correlation between the histone marks and gene expression was studied. The samples used in this study are part of the SYSCLASS cohort.,Homo sapiens
200124031,GSE124031,Altered migratory trajectories in cerebral organoids derived from individuals with neuronal heterotopia,"Malformations of the human cortex represent a major cause of disability. Mouse models with mutations in known causal genes only partially recapitulate the phenotypes and are therefore not unlimitedly suited for understanding the molecular and cellular mechanisms responsible for these conditions. Here we study periventricular heterotopia (PH) by analyzing cerebral organoids derived from induced pluripotent stem cells of patients with mutations in the cadherin receptor-ligand pair DCHS1 and FAT4 or from isogenic knock-out lines. Our results show that human cerebral organoids reproduce the cortical heterotopia associated with PH. Mutations in DCHS1 and FAT4 or knock-down of their expression cause changes in the morphology of neural progenitor cells and result in defective neuronal migration dynamics only in a subset of neurons. Single-cell RNA-sequencing data reveal a subpopulation of mutant neurons with dysregulated genes involved in axon guidance, neuronal migration and patterning. We suggest that defective neural progenitor cell (NPC) morphology and an altered navigation system in a subset of neurons underlie this form of periventricular heterotopia.",Homo sapiens
200123532,GSE123532,Analysis of the polyA+ RNA of LPS-treated human CD14+ monocytes,This study aims to investigate the profile and the role of lncRNAs in the IFN response initiated by TLR4 activation of primary human monocytes and their implication in the immune dysregulation present in SSc patients.,Homo sapiens
200117086,GSE117086,GRO-sequencing identifies transcriptional regulators and ncRNAs important for iPSC to hepatocyte differentiation,"Hepatocyte-like cells (HLCs) were differentiated from induced pluripotent stem cells (iPSCs) using two different protocols and the genome-wide transcriptomic profile of the iPSC, HLCs and primary human hepatocytes were compared using Global Run-On sequencing (GRO-seq). In addition to protein coding genes, GRO-seq enabled identification of noncoding RNA species including primary miRNAs and long non-coding RNAs (lncRNAs). Altogether, 29 hub miRNAs that could regulate ~3000 target mRNAs related to regulation of transcription, translation, protein metabolism and cell cycle were identified. Alternative transcription start site (TSS) usage between the cell types was detected for several miRNA clusters. Additionally, HLC differentiation included extensive changes in lncRNA expression, which exhibited strong co-regulation with the protein-coding gene expression. Analysis of the motifs within regulated TSSs, allowed identification of transcription factors that might drive the transcriptional changes during hepatocyte differentiation.",Homo sapiens
200120574,GSE120574,"The immediate impact of exoribonucleolysis on nuclear RNA processing, turnover and transcriptional control revealed by rapid depletion of DIS3, EXOSC10 or XRN2 from human cells","Cell-based studies of human ribonucleases traditionally relies on methods that deplete proteins slowly. To assess their immediate roles in nuclear RNA biology, we engineered cells where the 3’->5’ exoribonucleases of the exosome complex, Dis3 and EXOSC10, can be eliminated within 60 minutes. Loss of Dis3 has the greatest impact, causing thousands of enhancer RNAs, intragenic transcripts, promoter upstream transcripts (PROMPTs) and products of premature cleavage and polyadenylation (PCPA) to accumulate. Interestingly, EXOSC10 only targets these substrates when Dis3 is absent, which is explained by its rapid mis-localization to the nucleoplasm following Dis3 loss. Direct detection of EXOSC10 substrates revealed a more specific role in trimming of short 3’ extensions on ribosomal and small nucleolar RNAs. Finally, the 5’-3’ exoribonuclease, Xrn2, has little activity on exosome substrates, but promotes termination following PCPA. Interestingly, Xrn2 is not rate limiting for PROMPT termination providing a distinction between sense and anti-sense transcriptional regulation.",Homo sapiens
200127849,GSE127849,miR-27a is a pivotal regulator of the breast cancer stem cell state,"Comparison af adherent growing breast cancer cell lines versus mammospheres under serum-free conditions Background: In patients with breast cancer, subsets of long-lived cells tolerate chemotherapies. These chemoresistant cells can remain dormant at secondary sites, such as bone and lung, for years and decades. Cancer cells endowed with drug resistance are maintained in vivo in a quiescent slow-growing state that preserves them from anti-proliferative cancer drugs. The mechanism of conversion from dormancy to growth remains poorly understood. We aimed to identify microRNAs (miRNAs) as master regulators of cancer stem cells (CSCs) maintainance, because one of the characteristics of CSCs is their slow proliferation or dormancy. MiRNA targeting CSCs may be an effective therapy to improve the prognosis of breast cancer patients. Methods: We performed miRNA array analysis to identify differences miRNA expression profiles between adherent cells and mammospheres that contain higher number of breast cancer stem cells (BCSCs). In this approach, we focused on expression of hsa-miR-27a. Further, roles of hsa-miR-27a target genes in maintaining BCSC properties were analysed . Results: Here, we showed that hsa-miR-27a was downregulated in mammosphere cells. The formation of BCSCs was attenuated by transfection of hsa-miR-27a. We found that hsa-miR-27a targets F-box and WD-40 domain protein 7 (FBW7), a tumor suppressor gene, thereby inducing tumor dormancy. Additionally, we found that hsa-miR-27a targets genes involved in GSH synthesis, including xCT (encoded by SLC7A11), a heterodimeric protein of a transporter subunit of the xC(-) system, cystathionine gamma-lyase (CTH/CSE), and nuclear factor-erythroid 2-related factor 2 (Nrf2/NFE2L2), thereby increasing intracellular reactive oxygen species (ROS) levels. Upregulation of these genes by antisense (as)-miR-27a induced autophagy. Conclusions: Previous studies showed that expression of hsa-miR-27a is elevated in breast cancer. Here, we showed that expression of hsa-miR-27a was reduced in BCSC. CSCs in the dormant state are resistant to chemotherapy due to inhibition of ROS accumulation in these cells. These results demonstrate that hsa-miR-27a plays an essential role in maintaining the BCSCs phenotype via regulation of FBW7, ROS related genes and the Nrf2 pathway, as well as in the dormant-to-proliferative switch of breast cancer cells. Thus, hsa-miR-27a represents a novel strategy for various type of breast cancer.",Homo sapiens
200127848,GSE127848,Gene expression data of nasopharyngeal carcinoma (NPC) cell and Thiostrepton treatment,"Thiostrepton, a natural antibiotic, has recently been shown to be a potential anticancer drug for certain cancers, but its study in nasopharyngeal carcinoma (NPC) is still limited. The aims of this study were to investigate the anticancer effect of thiostrepton on NPC cells and to explore its underlying mechanism. Our results showed that thiostrepton reduced NPC cell viability in a dose-dependent manner. Thiostrepton inhibited the migration and invasion of NPC cells in wound healing and cell invasion assays. Thiostrepton effectively suppressed NPC cell proliferation, migration, and invasion, likely by several mechanisms. Thiostrepton may be a potential therapeutic agent for treating NPC in the future.",Homo sapiens
200127837,GSE127837,CENPA-Bound Genes and Transcriptional Profiling of CENPA-Depleted Prostate Cancer Cells,This SuperSeries is composed of the SubSeries listed below.,Homo sapiens
200127836,GSE127836,Transcriptional Profiling of CENPA-Depleted Prostate Cancer Cell Lines,"Overexpression of centromeric proteins has been identified in a number of human malignancies, though their functional and mechanistic contributions to disease progression have not been characterized. CENPA, the centromeric histone H3 variant, is the epigenetic mark that determines centromere identity. Here, we demonstrate that CENPA is highly overexpressed in prostate cancer in both tissue and cell lines, and the level of CENPA expression correlates with the stage of disease. Gain-of- and loss-of-function experimentation confirms that CENPA promotes prostate cancer cell line growth. Integrated sequencing studies further reveal a previously unidentified function of CENPA as a transcriptional regulator that modulates expression of critical proliferation, cell-cycle, and centromere/kinetochore genes. Our findings, therefore, suggest a previously undescribed biological function for CENPA, a protein normally thought to be solely and importantly involved in centromere identity.",Homo sapiens
200127835,GSE127835,Functional Taxonomy of CENPA-Bound Genes in Prostate Cancer,"Overexpression of centromeric proteins has been identified in a number of human malignancies, though their functional and mechanistic contributions to disease progression have not been characterized. CENPA, the centromeric histone H3 variant, is the epigenetic mark that determines centromere identity. Here, we demonstrate that CENPA is highly overexpressed in prostate cancer in both tissue and cell lines, and the level of CENPA expression correlates with the stage of disease. Gain-of- and loss-of-function experimentation confirms that CENPA promotes prostate cancer cell line growth. Integrated sequencing studies further reveal a previously unidentified function of CENPA as a transcriptional regulator that modulates expression of critical proliferation, cell-cycle, and centromere/kinetochore genes. Our findings, therefore, suggest a previously undescribed biological function for CENPA, a protein normally thought to be solely and importantly involved in centromere identity.",Homo sapiens
200126252,GSE126252,Quantitative multiplexed ChIP-Seq comparing mouse embryonic stem cells grown in Serum or 2i condition.,"Quantitative multiplexed ChIP-Seq reveals high levels of H3K27me3 broadly covering the genome and low levels of H3K4me3 in 2i condition (ground state). Bivalent promoters, a defining feature of pluripotent cells, are also present in the ground state. H3K27me3 is maintained at high levels at bivalent promoters, similar to those in Serum, while H3K4me3 is reduced more than twofold.",Mus musculus; Homo sapiens
200127888,GSE127888,mRNA sequencing of single-cell and 20-cell pools of CD103+CD8+ and CD103-CD8+ T lymphocytes sorted from human ovarian cancer,"Cytotoxic T cells confer a prognostic benefit in many tumors, including ovarian cancer. We and others have previously identified a subset of CD8+ T cells, namely CD103+CD8+ T cells, that seems to have a better prognostic effect. The aim of this study is to identify how these CD103+ T cells differ from CD103-CD8+ T cells on mRNA level in human samples of ovarian cancer.",Homo sapiens
200127873,GSE127873,OCaMIR a non-invasive early diagnostic test for ovarian cancer: A multi-cohort retrospective and prospective analysis,"Owing to the lack of effective screening tools and early detection biomarkers, ovarian cancer (OC) still remains as a deadly disease with highest mortality among other gynecological cancers. So far there have been no attempts to discover biomarkers using early stage OC patients. MicroRNAs (miRNAs) have been recognized as great tool to develop non-invasive biomarkers in various cancers including ovarian cancer.",Homo sapiens
200127871,GSE127871,Altered expression of signaling pathways regulating neuronal excitability in hippocampal tissue of temporal lobe epilepsy patients with low and high seizure frequency,"Despite recent advances in our understanding of synaptic transmission associated with epileptogenesis, the molecular mechanisms that control seizure frequency in patients with temporal lobe epilepsy (TLE) remain obscure. RNA-Seq was performed on hippocampal tissue resected from 12 medically intractable TLE patients with pre-surgery seizure frequencies ranging from 0.33 to 120 seizures per month. Differential expression (DE) analysis of individuals with low (LSF, mean= 4 seizure/month) versus high (HSF, mean= 60 seizures/month) seizure frequency identified 979 genes with ≥2-fold change in transcript abundance (FDR-adjusted p-value <0.05). Comparisons with post-mortem controls revealed a large number of downregulated genes in the HSF (1,676) versus LSF (399) groups. More than 50 signaling pathways were inferred to be deactivated or activated, with Signal Transduction as the central hub in the pathway network. While neuroinflammation pathways were activated in both groups, key neuronal system pathways were systematically deactivated in the HSF group, including calcium, CREB and Opioid signaling. We also infer that enhanced expression of a signaling cascade promoting synaptic downscaling may have played a key role in maintaining a higher seizure threshold in the LSF cohort. These results suggest that therapeutic approaches targeting synaptic scaling pathways may aid in the treatment of seizures in TLE.",Homo sapiens
200122588,GSE122588,"iPSC-Derived Brain Endothelium Exhibits Stable, Long-Term Barrier Function in Perfused Hydrogel Scaffolds","We describe the construction a 3D blood-brain barrier model comprised of iPSC-derived brain endothelium cultured in channels within gelatin hydrogels. The iPSC-derived brain endothelium displays key features of the blood-brain barrier phenotype, including tight junction formation, efflux transporter activity, low paracellular permeability, and suppressed levels of transcytosis compared to non-blood-brain barrier endothelial controls. Collectively, this work provides the foundation for a fully human, biomimetic neurovascular model to study BBB in health and disease.",Homo sapiens
200125013,GSE125013,Mitochondrial genome encoded gene expression values from RNA sequencing data from multiple tissue types,"We reprocessed 11,371 RNA-Seq libraries across 36 different tissue/cell types to generate expression values for 15 genes encoded in the mitochondrial genome.",Homo sapiens
200122439,GSE122439,ISL1-binding site,This SuperSeries is composed of the SubSeries listed below.,Homo sapiens
200122437,GSE122437,Next Generation Sequencing Facilitates Quantitative Analysis of ISL1 Regulated Transcriptomes,The goals of this study are to analyze the transcriptome profiling (RNA-seq) after ISL1 overexpression in SGC7901.,Homo sapiens
200096064,GSE96064,H3K4ox-Mediated Chromatin Condensation Protects Breast Cancer Cells from the DNA Damage Repair Machinery,"Using an H3K4ox-specific antibody, we determined that the H3K4ox modification is enriched in triple-negative breast cancer (TNBC) cells compared with luminal breast cancer subtypes—correlating with high LOXL2 levels— and, importantly, is found primarily in heterochromatin.",Homo sapiens
200100508,GSE100508,The miRNA profiles of plasma extracellular vesicles (pEV) in melanoma patients and supernatant EV (sEV) of related cell cultures,"The dataset contains miRNA pEV profiles measured on Agilent Microarrays from three groups of melanoma patients (before or at resection, and after resection categorized into high-risk and low-risk groups) and healthy controls. These groups were compared to find differentially abundant miRNAs in the pEV of melanoma patients. In addition, two comparisons of short-term profile changes around the resection date are included, as well as six cell line sEV that play a role for the accompanying publication.",Homo sapiens
200112137,GSE112137,Human Cellular Model of Hypoxic Brain Injury of Prematurity,"Extremely premature birth is associated with an increased risk for hypoxic brain injury due to lung immaturity and this results in severe long-term neurodevelopmental impairments. The susceptible cell types in the cerebral cortex at this critical developmental time point and the molecular mechanisms underlying associated gray matter defects in premature infants are not known. Here, we used a human three-dimensional (3D) cellular system to study the effect of changes in oxygen tension on the mid-gestation human cerebral cortex. We identified specific defects in intermediate progenitors, a cortical cell type associated with the expansion of the human cerebral cortex, and show that these are related to the unfolded protein response (UPR) and cell cycle changes. Moreover, we verify these findings in human primary cortical tissue and demonstrate that a modulator of the UPR pathway can prevent the reduction in intermediate progenitors following hypoxia. We anticipate that this human cellular platform will be useful in studying other environmental and genetic factors underlying brain injury in premature infants. We investigated the transcriptional changes associated with exposure to <1% O2 by performing RNA sequencing.",Homo sapiens
200045515,GSE45515,Serological autoantibody profiling of type 1 diabetes by protein arrays.,The study was aimed to identify novel autoantibody(AAB) biomarkers for Type 1 diabetes.,Homo sapiens
200099127,GSE99127,Identification of nucleic acids that supports protein renaturation,Many proteins require RNA to remain soluble in cell and tissue lysate. Here we used RNA- and DNA- immunoprecipitation to identify what types of nucleic acids are associated with these proteins after in vitro renaturation.,Homo sapiens
200124818,GSE124818,RNA-Seq analysis of human keratinocytes stimulated with synthetic PSMα3,"To determine the genes that change mRNA transcript abundance in primary human keratinocytes treated by S. aureus phenol-soluble modulins (PSM), we stimulated keratinocytes for 24h with either DMSO(-) Ctl or synthetic PSMα3 (5μg/mL).",Homo sapiens
200127829,GSE127829,Dynamic imbalance between cancer cell subpopulations induced by Transforming Growth Factor Beta (TGF-β) is associated with a DNA methylome switch,This SuperSeries is composed of the SubSeries listed below.,Homo sapiens
200127828,GSE127828,Dynamic imbalance between cancer cell subpopulations induced by Transforming Growth Factor Beta (TGF-β) is associated with a DNA methylome switch [methylation],"Distinct subpopulations of neoplastic cells within tumors, including hepatocellular carcinoma (HCC), display pronounced ability to initiate new tumors and induce metastasis. Recent evidence suggests that signals from transforming growth factor beta (TGF-β) may increase the survival of these so called tumor initiating cells leading to poor HCC prognosis. However, how TGF-β establishes and modifies the key features of these cell subpopulations is not fully understood. In the present report we describe the differential DNA methylome of CD133-negative and CD133-expressing liver cancer cells. Next, we show that TGF-β is able to increase the proportion of CD133+ cells in liver cancer cell lines in a way that is stable and persistent across cell division. This process is associated with stable genome-wide changes in DNA methylation that persist through cell division. Differential methylation in response to TGF-β is under-represented at promoter CpG islands and enriched at gene bodies, including a locus in the body of the de novo DNA methyl-transferase DNMT3B gene. Moreover, phenotypic changes induced by TGF-β, including the induction of CD133, are impaired by siRNA silencing of de novo DNA methyl-transferases. Our study reveals a self-perpetuating crosstalk between TGF-β signaling and the DNA methylation machinery, which can be relevant in the establishment of cellular phenotypes. This is the first indication of the ability of TGF-β to induce genome-wide changes in DNA methylation, resulting in a stable change in the proportion of liver cancer cell subpopulations.",Homo sapiens
200127824,GSE127824,DNA methylation profiles of 24 whole cord blood samples from healthy children born via caesarian section with matched FACS counts,"In order to accurately evaluate methods for dealing with inter-individual differences in cord blood cell type in DNA methylation data, matched samples with both DNAm profiles and detailed FACS counts are necessary.",Homo sapiens
200127792,GSE127792,Inflammatory Mediator Expression Associated With Antibody Response Induced by Live Attenuated vs Inactivated Influenza Virus Vaccine in Children.,The reasons for differences in vaccine effectiveness between live attenuated influenza vaccine (LAIV) and inactivated influenza vaccine (IIV) are not clea Blood samples were obtained before vaccination and at days 7 and 21 postvaccination with 2015-2016 quadrivalent IIV or LAIV. Serologic response to the vaccine was measured by hemagglutination inhibition assay. Targeted RNA sequencing and serum cytokine analysis were performed. Paired analyses were used to determine gene expression and were compared between IIV and LAIV recipients.,Homo sapiens
200127791,GSE127791,Gene expression and epigenetic alterations in human hepatocytes treated with low doses of chemical carcinogens,"The increasing number of man-made chemicals in the environment that may pose a carcinogenic risk emphasizes the need for the development of reliable time- and cost-effective approaches for carcinogen detection. To address this issue, we have investigated the utility of human hepatocytes for the in vitro identification of genotoxic and non-genotoxic carcinogens. Induced pluripotent stem cell (iPSC)-derived human hepatocytes were treated with the genotoxic carcinogens aflatoxin B1 (AFB1) and benzo[a]pyrene (B[a]P) and with the non-genotoxic liver carcinogen methapyrilene at non-cytotoxic concentrations for 7 days, and transcriptomic profile was examined. 1569 (892 protein-coding and 677 non-coding), 1693 (922 protein-coding and 771 non-coding), and 2061 (1462 protein-coding and 599 non-coding) differentially expressed genes were detected in cells treated with AFB1, B[a]P, and methapyrilene, respectively. Additionally, we examined the toxicogenomics response to AFB1, B[a]P, and methapyrilene exposure in human HepaRG cells and demonstrated that carcinogens had a less prominent effect on the cellular transcriptome as compared to that in human iPSC-derived hepatocytes. Overall, the results demonstrate that the prime non-genotoxic effect of exposure to carcinogens, regardless of their mode of action, in short-term in vitro testing is a profound global transcriptome response, indicating a greater value of toxicogenomics for rapid carcinogen screening in vitro.",Homo sapiens
